epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,433.445,0.5118,0.96126,1,0.16034,0.00041675,0.00041675,0.00041675
2,863.974,0.10087,1,1,0.00172,0.000833337,0.000833337,0.000833337
3,1286.27,0.02182,1,1,0.00055,0.00123276,0.00123276,0.00123276
4,1710.95,0.01417,1,1,0.00027,0.00156798,0.00156798,0.00156798
5,2135.91,0.02303,1,1,0.00627,0.00153497,0.00153497,0.00153497
